City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Kochi,24/06/2020,37.6,62.4,17.4,1.8,17.5,1.4,2.1,21.3,1.1,0.0,0.0,0.0,104.0,Moderate
Kochi,25/06/2020,17.2,39.3,17.7,1.9,17.8,1.4,1.6,21.2,1.4,0.0,0.0,0.0,91.0,Satisfactory
Kochi,26/06/2020,14.3,26.3,19.0,1.9,19.1,1.4,1.6,21.5,1.8,0.0,0.0,0.0,88.0,Satisfactory
Kochi,27/06/2020,16.3,26.1,22.0,2.1,22.1,1.4,1.6,21.2,1.6,0.0,0.0,0.0,89.0,Satisfactory
Kochi,28/06/2020,13.4,19.4,24.6,2.2,24.7,1.4,1.5,21.2,0.6,0.0,0.0,0.0,82.0,Satisfactory
Kochi,29/06/2020,20.0,38.9,27.8,2.4,27.9,1.5,1.6,19.7,0.7,0.0,0.0,0.0,84.0,Satisfactory
Kochi,30/06/2020,19.4,41.7,20.6,2.4,20.8,1.4,1.7,20.7,1.3,0.0,0.0,0.0,90.0,Satisfactory
Kochi,01/07/2020,6.0,11.0,13.8,2.5,13.9,1.4,1.9,20.8,1.1,0.0,0.0,0.0,102.0,Moderate
Kolkata,10/04/2018,34.4,57.0,131.2,41.0,50.1,2.5,1.0,25.5,62.5,0.0,0.2,0.0,110.0,
Kolkata,11/04/2018,29.0,50.9,3.3,34.0,45.3,3.6,1.0,10.3,31.0,4.6,0.9,0.0,73.0,Satisfactory
Kolkata,12/04/2018,21.7,43.0,3.5,39.5,42.5,3.8,0.7,12.3,43.7,5.3,1.8,0.0,60.0,Satisfactory
Kolkata,13/04/2018,23.1,46.5,3.7,33.0,36.7,3.9,1.0,5.2,41.6,6.8,2.2,0.3,74.0,Satisfactory
Kolkata,14/04/2018,21.6,42.1,2.8,26.6,29.4,4.2,1.0,13.0,44.1,5.1,2.3,0.2,83.0,Satisfactory
Kolkata,15/04/2018,30.3,54.9,2.5,43.0,45.5,2.9,0.8,15.7,63.9,7.1,2.6,0.0,95.0,Satisfactory
Kolkata,16/04/2018,26.7,51.3,2.6,28.9,31.6,3.7,1.1,24.3,49.6,5.2,1.7,0.9,88.0,Satisfactory
Kolkata,17/04/2018,24.4,40.7,6.1,32.9,39.0,2.1,1.2,11.1,36.9,4.9,1.1,0.1,69.0,Satisfactory
Kolkata,18/04/2018,73.3,72.1,3.7,31.4,35.2,24.9,1.1,7.5,31.6,5.2,0.8,0.3,144.0,
Kolkata,19/04/2018,71.6,99.8,4.1,29.4,33.6,15.3,1.2,8.5,26.7,5.5,1.1,0.3,150.0,
Kolkata,20/04/2018,87.3,79.6,4.3,25.2,29.6,12.0,1.2,9.1,26.2,4.8,0.6,0.0,161.0,
Kolkata,21/04/2018,87.3,74.7,3.3,26.3,29.6,9.6,1.1,8.3,26.2,4.3,0.5,0.0,159.0,
Kolkata,22/04/2018,73.6,99.0,3.0,29.3,32.3,9.6,1.1,7.5,27.8,5.2,1.0,0.3,151.0,
Kolkata,23/04/2018,65.6,84.8,3.2,34.2,37.4,10.5,1.1,7.4,30.9,7.1,1.4,0.0,141.0,
Kolkata,24/04/2018,55.4,93.1,11.3,52.4,63.7,14.2,1.0,9.2,46.2,8.4,2.0,0.3,141.0,
Kolkata,25/04/2018,68.8,100.2,2.6,26.6,29.2,12.6,0.7,4.8,41.8,4.8,0.7,0.0,142.0,
Kolkata,26/04/2018,57.8,135.9,3.0,24.1,27.2,12.1,0.0,14.9,23.2,2.8,0.0,0.0,134.0,
Kolkata,27/04/2018,57.8,135.9,3.3,45.2,48.5,11.5,0.0,14.9,23.2,4.6,0.0,0.0,141.0,
Kolkata,28/04/2018,57.8,135.9,3.3,51.6,54.9,13.8,0.0,14.9,23.2,5.6,0.1,0.6,143.0,
Kolkata,29/04/2018,57.8,135.9,2.8,21.8,24.6,12.3,0.0,14.9,23.2,1.7,0.0,0.0,133.0,
Kolkata,30/04/2018,57.8,135.9,2.9,26.6,29.5,11.4,0.0,14.9,23.2,22.5,9.2,3.3,134.0,
Kolkata,01/05/2018,57.8,135.9,2.6,32.6,35.2,13.6,0.0,14.9,23.2,2.2,4.4,2.3,136.0,
Kolkata,02/05/2018,57.8,135.9,2.4,32.6,35.0,12.1,0.0,14.9,23.2,1.6,4.0,1.0,136.0,
Kolkata,03/05/2018,57.8,135.9,2.5,34.3,36.8,11.4,0.0,14.9,23.2,1.5,3.6,0.7,137.0,
Kolkata,04/05/2018,57.8,135.9,2.5,29.8,32.4,10.7,0.0,14.9,23.2,1.2,3.3,0.8,136.0,
Kolkata,05/05/2018,57.8,135.9,2.9,22.1,25.0,8.8,0.0,14.9,23.2,0.8,3.1,0.7,133.0,
Kolkata,06/05/2018,34.8,102.1,3.0,17.7,20.8,8.9,0.0,14.8,23.2,0.6,2.5,0.7,97.0,
Kolkata,07/05/2018,57.8,135.9,4.0,25.3,29.3,7.5,0.0,14.9,23.2,1.2,3.0,1.3,134.0,
Kolkata,08/05/2018,57.8,135.9,3.8,28.3,32.1,6.7,0.0,14.9,23.2,1.5,3.4,1.1,135.0,
Kolkata,09/05/2018,57.8,135.9,3.4,24.0,27.5,7.2,0.0,14.9,23.2,1.2,3.0,1.2,134.0,
Kolkata,10/05/2018,57.8,135.9,3.4,30.9,34.2,7.1,0.0,14.9,23.2,1.7,3.9,1.0,136.0,
Kolkata,11/05/2018,57.8,135.9,3.1,27.4,30.4,12.9,0.0,14.9,23.2,1.6,3.5,1.2,134.0,
Kolkata,12/05/2018,57.8,135.9,2.5,31.1,33.6,13.5,0.0,14.9,23.2,2.8,4.0,2.3,135.0,
Kolkata,13/05/2018,57.8,135.9,2.7,25.6,28.3,10.7,0.0,14.9,23.2,0.8,3.0,0.3,134.0,
Kolkata,14/05/2018,57.8,135.9,21.5,56.9,78.4,9.5,0.0,14.9,23.2,1.8,3.9,1.2,145.0,
Kolkata,15/05/2018,57.8,135.9,32.2,43.5,75.7,10.0,0.0,14.9,23.2,2.3,4.6,3.7,140.0,
Kolkata,16/05/2018,57.8,135.9,3.2,36.9,40.1,12.3,0.0,14.9,23.2,2.6,4.3,3.2,137.0,
Kolkata,17/05/2018,57.8,135.9,2.8,39.0,41.8,14.3,0.0,14.9,23.2,2.3,3.9,0.7,138.0,
Kolkata,18/05/2018,57.8,135.9,5.6,38.3,44.0,12.2,0.0,14.9,23.2,1.5,3.4,0.8,138.0,
Kolkata,19/05/2018,8.6,27.5,13.5,47.3,51.0,14.5,0.0,7.9,23.7,2.9,4.3,0.0,53.0,
Kolkata,20/05/2018,51.5,43.2,17.1,15.1,25.5,10.8,0.0,27.8,11.8,0.8,2.6,1.8,104.0,
Kolkata,21/05/2018,40.4,55.2,8.5,15.0,33.6,10.6,0.0,28.4,11.8,1.1,2.7,6.1,95.0,
Kolkata,22/05/2018,25.1,55.2,8.5,15.0,31.3,4.6,0.0,29.2,11.8,1.8,3.2,3.8,80.0,
Kolkata,23/05/2018,55.1,55.2,7.8,17.2,36.1,10.1,0.0,27.7,11.8,1.2,2.7,16.6,108.0,
Kolkata,24/05/2018,87.0,92.6,17.7,11.3,27.4,8.9,0.0,35.0,23.9,0.8,2.6,1.6,162.0,
Kolkata,25/05/2018,43.2,55.2,8.5,15.0,25.4,8.1,0.0,28.4,11.8,0.7,2.4,1.7,99.0,
Kolkata,26/05/2018,63.9,43.2,8.5,15.0,30.3,7.3,0.0,28.4,11.8,0.7,2.1,3.4,118.0,
Kolkata,27/05/2018,82.4,50.6,8.5,13.0,27.5,7.7,0.0,32.0,11.8,0.6,1.8,0.7,143.0,
Kolkata,28/05/2018,43.3,75.3,7.7,8.5,33.8,6.5,0.0,17.5,32.8,0.8,2.2,1.4,101.0,
Kolkata,29/05/2018,87.0,55.2,14.6,13.6,38.2,8.9,0.0,25.1,16.2,1.0,2.2,2.4,145.0,
Kolkata,30/05/2018,25.3,43.2,8.8,15.4,28.4,7.2,0.0,29.2,11.8,0.8,2.3,2.8,77.0,
Kolkata,31/05/2018,62.1,326.8,7.6,8.2,38.4,6.8,0.0,40.4,22.8,2.9,3.6,4.6,204.0,
Kolkata,01/06/2018,70.7,43.2,10.8,13.7,49.4,8.5,0.0,28.2,11.8,3.6,4.6,1.8,127.0,
Kolkata,02/06/2018,80.1,87.2,21.2,10.8,40.0,9.3,0.0,28.3,27.0,2.8,4.9,0.9,150.0,
Kolkata,03/06/2018,43.9,43.2,9.2,15.0,25.7,7.1,0.0,29.2,19.3,1.0,2.3,3.0,98.0,
Kolkata,04/06/2018,5.0,12.0,58.7,11.7,37.3,7.2,0.0,40.4,21.7,2.8,4.3,0.3,53.0,
Kolkata,05/06/2018,33.9,59.7,8.3,13.6,32.6,7.4,0.0,30.0,11.8,1.7,2.9,3.6,91.0,
Kolkata,06/06/2018,70.7,43.2,8.8,15.4,38.6,8.4,0.0,29.2,11.8,2.1,3.7,3.1,127.0,
Kolkata,07/06/2018,3.6,7.1,31.8,6.7,52.1,20.3,0.0,81.6,47.4,2.8,12.0,0.1,83.0,
Kolkata,08/06/2018,47.9,55.2,13.6,14.7,42.6,11.4,0.0,28.0,11.8,2.8,0.0,4.9,104.0,
Kolkata,09/06/2018,49.1,43.2,8.8,15.4,64.8,10.3,0.0,29.2,11.8,9.2,0.0,5.6,105.0,
Kolkata,10/06/2018,49.0,58.0,15.4,13.6,55.8,11.2,0.0,13.7,15.0,3.5,0.0,11.8,95.0,
Kolkata,11/06/2018,35.7,43.2,8.8,15.4,48.7,13.4,0.0,29.2,11.8,2.4,0.0,4.0,89.0,
Kolkata,12/06/2018,33.5,100.7,7.3,10.5,45.4,11.0,0.2,23.6,13.9,1.8,0.0,11.8,97.0,
Kolkata,13/06/2018,57.9,69.1,8.8,10.4,35.3,6.2,0.0,14.7,44.4,1.3,0.0,0.0,117.0,
Kolkata,14/06/2018,43.9,43.2,9.2,15.0,31.1,7.1,0.0,29.2,19.3,1.2,0.0,0.0,99.0,
Kolkata,15/06/2018,51.2,133.2,20.6,18.8,34.7,10.5,0.0,4.0,24.6,1.1,0.0,0.0,117.0,
Kolkata,16/06/2018,47.6,128.7,6.0,24.9,24.5,7.4,0.7,7.3,27.2,2.1,0.8,0.0,119.0,Moderate
Kolkata,17/06/2018,45.0,107.0,6.3,40.8,47.2,4.9,1.6,1.3,21.1,2.0,3.0,0.1,113.0,Moderate
Kolkata,18/06/2018,50.1,105.7,3.2,33.3,36.5,8.6,1.5,3.0,72.3,2.0,2.6,0.0,107.0,Moderate
Kolkata,19/06/2018,39.2,87.2,2.6,30.9,33.4,12.1,1.4,1.9,81.1,1.6,2.5,0.3,148.0,Moderate
Kolkata,20/06/2018,24.4,53.2,5.8,38.0,43.8,9.1,1.7,6.9,49.6,2.0,3.1,0.0,94.0,Satisfactory
Kolkata,21/06/2018,31.7,60.2,4.5,38.4,43.0,6.5,1.4,1.3,13.5,3.8,5.5,0.0,100.0,Satisfactory
Kolkata,22/06/2018,25.2,49.0,1.0,28.1,29.1,6.5,0.4,2.3,30.3,1.6,2.6,0.0,60.0,Satisfactory
Kolkata,23/06/2018,23.0,44.6,1.1,25.8,26.8,5.4,0.4,1.1,22.8,1.7,2.6,0.0,47.0,Good
Kolkata,24/06/2018,24.6,46.5,0.9,25.5,26.3,4.0,0.4,1.1,23.1,1.5,2.3,0.0,48.0,Good
Kolkata,25/06/2018,28.6,45.4,2.0,43.4,45.4,3.6,0.4,1.1,13.6,2.6,4.2,0.0,50.0,Good
Kolkata,26/06/2018,30.5,46.1,1.3,37.1,38.3,3.2,0.4,2.3,34.8,2.0,4.4,0.1,61.0,Satisfactory
Kolkata,27/06/2018,22.7,33.8,2.1,29.5,31.6,3.7,0.4,1.2,20.3,3.2,5.4,0.3,53.0,Satisfactory
Kolkata,28/06/2018,24.4,26.4,2.0,20.9,22.8,6.4,0.3,1.1,23.2,1.1,2.2,0.0,34.0,Good
Kolkata,29/06/2018,16.1,35.0,1.3,22.8,24.2,5.3,0.3,4.5,27.6,1.2,2.3,0.0,46.0,Good
Kolkata,30/06/2018,28.7,55.1,0.6,17.9,18.5,4.4,0.3,4.8,31.3,1.0,2.2,0.0,50.0,Good
Kolkata,01/07/2018,27.7,58.0,0.5,14.3,14.7,3.7,0.3,11.1,37.2,0.7,1.6,0.0,58.0,Satisfactory
Kolkata,02/07/2018,29.3,55.4,0.9,19.7,20.5,2.9,0.4,9.1,40.5,1.0,1.9,0.0,62.0,Satisfactory
Kolkata,03/07/2018,27.8,50.7,4.4,29.8,34.0,1.6,0.4,1.6,21.6,2.0,2.8,0.3,50.0,Good
Kolkata,04/07/2018,33.6,53.2,7.1,31.4,38.4,3.4,0.4,2.1,17.4,2.4,3.4,0.0,58.0,Satisfactory
Kolkata,05/07/2018,42.7,47.8,7.9,40.2,48.2,25.4,0.4,6.6,10.0,2.5,3.2,0.0,57.0,Satisfactory
Kolkata,06/07/2018,40.3,65.2,6.5,48.6,55.2,1.5,0.4,1.1,20.8,6.8,12.3,0.7,77.0,Satisfactory
Kolkata,07/07/2018,18.5,37.9,8.6,31.3,39.9,4.1,0.4,1.3,16.8,2.8,3.1,0.0,65.0,Satisfactory
Kolkata,08/07/2018,9.8,28.4,3.1,17.9,21.0,5.9,0.3,1.4,27.2,1.5,1.8,0.0,36.0,Good
Kolkata,09/07/2018,15.7,30.9,9.5,34.4,43.8,3.5,0.4,1.2,16.9,7.3,5.3,0.6,36.0,Good
Kolkata,10/07/2018,18.8,38.7,7.3,34.7,42.0,1.9,0.4,1.2,14.0,5.8,4.2,0.0,56.0,Satisfactory
Kolkata,11/07/2018,18.0,36.1,4.8,29.2,34.0,5.6,0.4,1.1,18.3,2.1,2.4,0.3,49.0,Good
Kolkata,12/07/2018,18.4,36.9,4.7,27.7,32.4,11.7,0.4,1.3,16.2,2.4,2.5,0.3,42.0,Good
Kolkata,13/07/2018,13.6,40.5,7.2,27.4,34.5,10.4,0.4,1.0,13.9,3.6,2.8,0.3,39.0,Good
Kolkata,14/07/2018,12.2,30.9,4.5,21.6,26.1,9.8,0.4,1.0,12.1,6.6,4.0,0.6,41.0,Good
Kolkata,15/07/2018,7.7,19.7,3.1,15.6,18.7,9.5,0.4,1.1,17.9,1.3,1.8,0.0,28.0,Good
Kolkata,16/07/2018,7.6,20.6,4.9,22.2,27.0,8.7,0.4,1.0,16.6,1.8,2.1,0.0,26.0,Good
Kolkata,17/07/2018,12.9,28.1,7.3,31.7,39.1,9.0,0.4,1.2,13.4,6.5,4.2,0.0,42.0,Good
Kolkata,18/07/2018,14.9,29.4,5.9,28.4,34.3,10.7,0.5,1.0,11.0,3.3,2.8,0.3,46.0,Good
Kolkata,19/07/2018,16.2,33.1,9.1,28.2,37.3,6.4,0.8,1.0,17.3,4.4,5.8,0.3,46.0,Good
Kolkata,20/07/2018,17.8,37.5,6.7,27.4,34.1,6.8,0.8,1.5,10.6,3.5,10.6,1.1,56.0,Satisfactory
Kolkata,21/07/2018,6.1,16.5,3.7,15.6,19.3,7.5,0.6,1.3,16.2,5.3,8.7,0.9,36.0,Good
Kolkata,22/07/2018,6.7,12.6,3.4,16.7,20.1,4.9,0.6,1.6,20.4,1.0,11.0,1.0,34.0,Good
Kolkata,23/07/2018,22.0,36.8,9.1,32.6,41.7,3.3,0.7,1.4,16.0,1.4,9.3,1.0,38.0,Good
Kolkata,24/07/2018,23.9,47.4,7.7,33.1,40.7,2.8,0.7,2.7,16.7,1.7,9.2,1.2,56.0,Satisfactory
Kolkata,25/07/2018,32.6,62.0,8.5,39.5,48.1,1.9,0.7,1.8,11.8,2.2,10.6,0.3,59.0,Satisfactory
Kolkata,26/07/2018,23.6,37.2,11.6,31.4,42.9,2.5,0.8,1.6,7.4,2.1,10.0,0.7,57.0,Satisfactory
Kolkata,27/07/2018,28.2,46.0,15.3,34.7,50.0,4.1,0.7,3.4,10.9,2.1,10.3,1.0,55.0,Satisfactory
Kolkata,28/07/2018,40.4,65.4,10.1,39.5,49.6,4.2,0.8,1.8,15.3,2.1,12.0,1.2,68.0,Satisfactory
Kolkata,29/07/2018,44.1,66.6,25.3,32.2,57.5,3.4,0.8,2.0,14.3,2.5,12.0,1.1,79.0,Satisfactory
Kolkata,30/07/2018,33.3,58.0,3.8,41.9,45.6,3.8,1.1,1.4,21.2,3.1,8.2,0.0,76.0,Satisfactory
Kolkata,31/07/2018,37.1,64.0,6.2,49.8,56.0,2.6,1.2,2.0,17.1,1.7,7.5,0.3,72.0,Satisfactory
Kolkata,01/08/2018,29.1,39.9,7.5,47.5,55.0,5.9,1.2,2.1,16.3,2.0,7.6,0.5,75.0,Satisfactory
Kolkata,02/08/2018,33.3,64.6,4.5,31.2,35.7,8.7,1.2,4.4,20.9,1.4,11.6,1.2,71.0,Satisfactory
Kolkata,03/08/2018,41.8,86.6,8.4,35.4,43.8,6.6,1.3,4.5,17.0,1.7,10.2,0.9,78.0,Satisfactory
Kolkata,04/08/2018,42.4,80.5,5.6,31.8,37.3,6.7,1.3,4.0,21.4,1.3,11.3,1.2,82.0,Satisfactory
Kolkata,05/08/2018,33.4,57.8,8.5,35.3,43.8,6.0,1.4,1.9,12.4,1.8,17.2,2.5,81.0,Satisfactory
Kolkata,06/08/2018,33.5,67.2,14.4,35.6,49.9,7.4,1.5,1.4,6.7,5.7,15.3,4.2,85.0,Satisfactory
Kolkata,07/08/2018,15.6,34.3,5.4,27.7,33.1,5.4,1.2,1.2,13.3,3.2,14.2,1.0,77.0,Satisfactory
Kolkata,08/08/2018,18.0,36.6,5.9,28.5,34.4,14.5,1.2,1.6,14.3,2.1,10.6,1.6,66.0,Satisfactory
Kolkata,09/08/2018,17.7,39.7,7.3,35.1,42.5,11.5,1.3,1.6,10.9,3.4,11.6,2.7,70.0,Satisfactory
Kolkata,10/08/2018,22.6,46.2,5.5,33.9,39.3,9.6,1.3,1.6,15.6,1.5,11.2,1.2,73.0,Satisfactory
Kolkata,11/08/2018,19.2,41.2,5.3,24.9,30.2,9.3,1.2,1.6,12.2,1.3,13.4,1.4,68.0,Satisfactory
Kolkata,12/08/2018,16.1,35.5,5.9,22.2,28.1,8.9,1.2,1.5,8.9,1.2,14.0,1.4,68.0,Satisfactory
Kolkata,13/08/2018,14.7,29.3,7.3,31.0,39.0,18.2,1.2,1.2,6.5,3.5,10.1,1.0,68.0,Satisfactory
Kolkata,14/08/2018,11.4,26.7,7.8,27.4,35.2,10.7,1.2,1.3,5.2,6.8,10.3,1.2,68.0,Satisfactory
Kolkata,15/08/2018,6.9,19.9,4.2,18.8,23.0,11.8,1.1,1.4,10.7,4.4,11.8,1.6,63.0,Satisfactory
Kolkata,16/08/2018,12.1,31.6,24.5,34.2,50.8,13.5,1.2,1.1,8.3,5.3,10.4,2.8,67.0,Satisfactory
Kolkata,17/08/2018,16.1,35.6,5.9,29.9,35.8,10.8,1.2,1.4,10.8,2.2,12.0,1.0,72.0,Satisfactory
Kolkata,18/08/2018,17.0,39.2,7.2,30.2,37.4,13.1,1.2,1.5,9.2,2.2,10.4,1.2,66.0,Satisfactory
Kolkata,19/08/2018,27.2,54.4,11.2,37.3,48.5,10.9,1.3,1.6,4.2,2.6,11.2,2.8,76.0,Satisfactory
Kolkata,20/08/2018,12.9,23.3,8.9,22.9,31.4,13.8,1.2,1.4,9.9,1.5,8.9,1.1,63.0,Satisfactory
Kolkata,21/08/2018,8.2,25.8,6.4,27.6,34.1,14.4,1.2,1.1,9.0,1.8,9.9,1.2,65.0,Satisfactory
Kolkata,22/08/2018,23.3,36.6,3.2,28.3,31.4,10.2,1.3,1.2,20.8,1.7,9.3,1.1,76.0,Satisfactory
Kolkata,23/08/2018,30.6,48.8,4.0,31.5,35.5,8.8,1.3,3.3,23.3,1.1,9.5,1.3,69.0,Satisfactory
Kolkata,24/08/2018,30.3,48.0,6.0,33.7,39.6,8.5,1.3,2.3,19.3,1.4,9.2,1.0,70.0,Satisfactory
Kolkata,25/08/2018,20.9,39.7,10.0,31.9,41.9,7.5,1.2,1.4,8.1,1.9,11.4,1.7,71.0,Satisfactory
Kolkata,26/08/2018,7.9,25.2,3.4,14.9,18.3,7.2,1.0,1.1,9.4,0.9,10.6,0.7,59.0,Satisfactory
Kolkata,27/08/2018,7.0,26.3,5.2,21.0,26.2,8.7,1.1,1.1,10.7,1.8,9.8,0.7,57.0,Satisfactory
Kolkata,28/08/2018,12.4,26.2,6.8,25.7,32.5,11.0,1.1,1.2,9.0,1.8,8.1,1.2,61.0,Satisfactory
Kolkata,29/08/2018,14.5,32.8,14.8,33.1,47.9,11.5,1.0,1.1,6.9,2.7,7.6,0.0,63.0,Satisfactory
Kolkata,30/08/2018,29.2,46.5,4.6,44.0,48.6,10.5,1.4,1.5,6.7,2.4,7.3,0.0,74.0,Satisfactory
Kolkata,31/08/2018,33.6,58.2,7.3,38.0,45.4,8.7,1.3,1.2,10.8,4.1,8.2,0.0,78.0,Satisfactory
Kolkata,01/09/2018,12.8,29.3,4.9,31.4,36.3,14.9,1.2,1.4,15.3,1.3,6.3,0.3,65.0,Satisfactory
Kolkata,02/09/2018,17.7,28.4,4.2,32.4,36.6,14.2,1.2,1.5,16.3,1.3,9.8,1.3,66.0,Satisfactory
Kolkata,03/09/2018,33.7,54.1,3.6,33.6,37.3,11.5,1.2,4.5,24.1,1.7,7.6,1.3,71.0,Satisfactory
Kolkata,04/09/2018,49.0,75.9,16.5,47.8,64.3,9.7,1.5,2.4,12.8,2.9,8.3,0.3,81.0,Satisfactory
Kolkata,05/09/2018,29.8,47.6,15.0,35.2,50.2,11.5,1.3,1.5,10.6,5.1,9.1,1.6,86.0,Satisfactory
Kolkata,06/09/2018,11.2,27.0,4.4,22.0,26.3,17.8,1.0,1.4,20.5,3.1,8.6,0.9,59.0,Satisfactory
Kolkata,07/09/2018,14.2,39.9,6.5,26.8,33.3,13.0,1.1,1.5,22.4,1.1,7.7,1.0,58.0,Satisfactory
Kolkata,08/09/2018,20.1,45.5,5.2,22.6,27.8,9.9,1.2,1.7,18.6,1.1,9.2,0.9,67.0,Satisfactory
Kolkata,09/09/2018,19.4,42.8,3.2,17.2,20.4,9.9,1.1,2.9,25.8,0.8,9.2,0.7,63.0,Satisfactory
Kolkata,10/09/2018,29.1,52.0,3.4,19.4,22.8,9.2,1.2,6.4,26.9,0.9,8.6,0.7,66.0,Satisfactory
Kolkata,11/09/2018,35.3,56.6,9.1,32.8,41.9,7.8,1.4,4.3,21.8,2.3,8.8,1.2,74.0,Satisfactory
Kolkata,12/09/2018,46.2,73.8,5.1,36.4,41.5,7.0,1.4,4.7,20.7,2.5,8.9,0.8,83.0,Satisfactory
Kolkata,13/09/2018,56.8,92.4,2.8,30.6,33.3,6.9,1.4,7.8,35.8,2.0,8.8,1.1,89.0,Satisfactory
Kolkata,14/09/2018,55.9,87.7,19.0,50.1,69.2,6.4,1.6,3.4,20.2,4.4,9.0,0.2,98.0,Satisfactory
Kolkata,15/09/2018,56.6,96.6,39.3,36.7,75.9,7.0,1.8,2.8,12.4,4.3,8.7,0.5,106.0,Moderate
Kolkata,16/09/2018,61.5,98.7,24.6,36.9,61.3,10.2,1.6,2.0,15.2,3.7,10.4,0.8,114.0,Moderate
Kolkata,17/09/2018,66.0,108.1,14.9,34.0,49.0,12.4,1.7,2.9,24.0,2.6,10.2,1.3,105.0,Moderate
Kolkata,18/09/2018,61.1,103.6,16.4,36.5,52.9,11.2,1.6,2.2,25.0,2.2,7.8,0.5,113.0,Moderate
Kolkata,19/09/2018,63.9,113.3,9.2,39.2,47.8,16.6,1.4,2.7,33.4,2.8,6.2,0.1,110.0,Moderate
Kolkata,20/09/2018,19.1,35.0,7.2,29.4,36.6,11.3,1.2,1.7,10.2,5.0,7.3,1.1,80.0,Satisfactory
Kolkata,21/09/2018,7.6,15.5,3.4,20.0,23.4,10.3,1.0,1.6,24.5,1.9,6.8,0.9,57.0,Satisfactory
Kolkata,22/09/2018,15.6,31.7,7.9,22.9,30.8,9.1,1.2,3.4,15.4,2.0,7.8,1.0,63.0,Satisfactory
Kolkata,23/09/2018,19.9,43.4,16.3,19.4,34.3,9.2,1.1,5.5,13.4,1.7,8.5,1.0,67.0,Satisfactory
Kolkata,24/09/2018,21.7,46.6,4.6,26.2,30.8,11.2,1.1,5.8,15.0,1.5,6.7,0.3,60.0,Satisfactory
Kolkata,25/09/2018,35.8,63.8,10.5,42.6,53.1,7.8,1.3,3.7,15.1,5.0,6.7,0.1,75.0,Satisfactory
Kolkata,26/09/2018,46.6,75.4,20.0,44.0,64.0,9.1,1.4,3.4,17.1,4.3,8.0,0.3,91.0,Satisfactory
Kolkata,27/09/2018,57.6,88.2,12.6,49.8,62.4,4.8,1.6,2.8,16.0,4.1,8.9,0.3,99.0,Satisfactory
Kolkata,28/09/2018,63.6,97.6,11.0,52.4,63.4,5.1,1.5,5.2,19.6,6.8,9.1,0.3,102.0,Moderate
Kolkata,29/09/2018,60.2,95.0,7.9,51.9,59.8,6.4,1.5,4.3,23.9,3.8,9.0,0.4,103.0,Moderate
Kolkata,30/09/2018,66.4,108.5,5.2,41.9,47.0,8.6,1.5,3.2,35.8,2.6,9.5,0.4,121.0,Moderate
Kolkata,01/10/2018,70.6,134.5,46.3,62.1,108.5,10.6,1.8,6.3,31.9,3.4,7.9,0.1,143.0,Moderate
Kolkata,02/10/2018,62.5,113.7,3.5,38.3,41.8,13.8,1.4,6.6,42.1,2.2,8.6,0.9,118.0,Moderate
Kolkata,03/10/2018,61.4,111.2,11.0,38.1,49.1,10.8,1.4,9.3,46.6,1.9,8.4,0.2,105.0,Moderate
Kolkata,04/10/2018,79.6,140.2,20.0,62.7,82.7,11.8,1.6,8.7,34.8,3.4,8.0,0.0,145.0,Moderate
Kolkata,05/10/2018,91.1,147.5,69.2,51.9,108.2,15.5,2.0,5.5,33.3,4.6,10.2,0.2,188.0,Moderate
Kolkata,06/10/2018,99.6,161.2,78.9,51.4,127.4,15.0,2.8,5.5,30.0,8.6,10.8,0.1,220.0,Poor
Kolkata,07/10/2018,101.7,161.6,94.7,49.7,144.4,11.2,3.0,9.7,30.2,10.1,10.8,0.0,250.0,Poor
Kolkata,08/10/2018,102.7,169.3,92.7,61.7,152.5,13.6,2.8,8.2,38.2,5.4,7.5,0.1,237.0,Poor
Kolkata,09/10/2018,49.4,91.8,7.6,41.4,49.0,15.7,2.2,4.1,38.9,3.1,6.8,0.1,149.0,Moderate
Kolkata,10/10/2018,9.6,24.8,4.6,24.1,28.7,14.7,1.5,1.9,22.3,4.9,8.4,0.8,83.0,Satisfactory
Kolkata,11/10/2018,8.5,19.9,6.8,20.4,26.5,15.3,2.6,1.8,16.4,6.2,6.4,1.4,107.0,Moderate
Kolkata,12/10/2018,17.4,36.1,6.1,21.8,27.9,15.7,2.7,2.0,10.8,7.2,7.2,1.2,122.0,Moderate
Kolkata,13/10/2018,22.5,32.5,4.4,18.7,23.0,14.8,1.1,2.6,22.4,2.6,8.0,0.7,64.0,Satisfactory
Kolkata,14/10/2018,34.8,56.8,34.7,20.4,44.7,16.4,1.3,6.9,28.7,1.9,8.2,0.0,70.0,Satisfactory
Kolkata,15/10/2018,48.5,76.4,11.8,37.0,46.1,16.1,1.2,9.4,28.0,2.4,6.0,0.6,93.0,Satisfactory
Kolkata,16/10/2018,59.3,100.2,28.3,37.8,65.7,16.8,1.4,9.3,36.2,2.2,8.9,1.6,95.0,Satisfactory
Kolkata,17/10/2018,86.9,133.9,102.1,42.9,120.2,11.9,2.2,9.3,42.9,5.8,10.3,0.0,167.0,Moderate
Kolkata,18/10/2018,79.2,124.9,3.4,47.0,50.4,14.1,1.4,21.0,56.6,2.4,8.8,0.0,156.0,Moderate
